date,code,open,high,low,close,volume,amount,turn
2020-03-06,sh.600000,109.82562672,110.31460992,108.65206704,108.74986368,41587820.0,464404003.0,0.148
2020-03-09,sh.600000,107.576304,107.576304,105.131388,105.42477792,59495242.0,644379973.0,0.2117
2020-03-10,sh.600000,104.74020144,107.18511744,104.6424048,106.30494768,44761737.0,485896696.0,0.1593
2020-03-11,sh.600000,106.89172752,106.89172752,105.32698128,105.32698128,31688826.0,343734180.0,0.1128
2020-03-12,sh.600000,105.131388,105.131388,103.76223504,104.05562496,32632350.0,348157969.0,0.1161
2020-03-13,sh.600000,101.7085056,104.93579472,100.53494592,104.6424048,57457109.0,603756305.0,0.2044
2020-03-16,sh.600000,104.6424048,105.42477792,102.686472,102.78426864,47649924.0,507308318.0,0.1695
2020-03-17,sh.600000,104.44681152,104.54460816,100.63274256,102.00189552,42139008.0,440636619.0,0.1499
2020-03-18,sh.600000,101.7085056,102.686472,99.7525728,99.85036944,33176646.0,343553119.0,0.1181
2020-03-19,sh.600000,99.65477616,101.12172576,96.42748704,97.20986016,55707113.0,558047012.0,0.1982
2020-03-20,sh.600000,98.97019968,99.55697952,97.40545344,98.67680976,42609358.0,428744766.0,0.1516
2020-03-23,sh.600000,97.3076568,97.3076568,96.03630048,96.23189376,28286030.0,279043930.0,0.1006
2020-03-24,sh.600000,98.09002992,99.06799632,97.60104672,98.38341984,28990754.0,291586379.0,0.1032
2020-03-25,sh.600000,99.7525728,100.43714928,98.97019968,99.2635896,32172278.0,327768574.0,0.1145
2020-03-26,sh.600000,98.7746064,101.41511568,98.57901312,100.04596272,30921803.0,315960382.0,0.11
2020-03-27,sh.600000,101.2195224,101.51291232,99.7525728,100.14375936,27107951.0,278718751.0,0.0965
2020-03-30,sh.600000,99.55697952,100.53494592,98.87240304,100.53494592,26046018.0,265782024.0,0.0927
2020-03-31,sh.600000,100.7305392,101.31731904,99.06799632,99.2635896,26144854.0,267681227.0,0.093
2020-04-01,sh.600000,98.87240304,100.33935264,98.67680976,98.67680976,22479192.0,228559545.0,0.08
2020-04-02,sh.600000,98.67680976,99.7525728,98.48121648,99.7525728,17042135.0,172675321.0,0.0606
2020-04-03,sh.600000,99.06799632,99.85036944,98.97019968,99.2635896,14842382.0,150706819.0,0.0528
2020-04-07,sh.600000,100.7305392,101.02392912,100.04596272,100.53494592,23825611.0,244911012.0,0.0848
2020-04-08,sh.600000,100.241556,100.63274256,99.55697952,100.14375936,17952255.0,183606904.0,0.0639
2020-04-09,sh.600000,100.33935264,100.63274256,99.55697952,99.7525728,13569586.0,138881044.0,0.0483
2020-04-10,sh.600000,99.94816608,100.14375936,99.2635896,99.85036944,16625528.0,169625912.0,0.0592
2020-04-13,sh.600000,99.2635896,99.94816608,98.7746064,98.87240304,11966986.0,121315470.0,0.0426
2020-04-14,sh.600000,99.45918288,100.241556,98.97019968,100.241556,17792926.0,181192027.0,0.0633
2020-04-15,sh.600000,99.7525728,100.43714928,99.2635896,99.55697952,14945608.0,152284659.0,0.0532
2020-04-16,sh.600000,98.7746064,99.55697952,98.7746064,99.36138624,14403197.0,145969853.0,0.0513
2020-04-17,sh.600000,99.55697952,100.04596272,99.2635896,99.7525728,22744411.0,231788988.0,0.0809
2020-04-20,sh.600000,99.2635896,99.65477616,98.67680976,98.87240304,23503715.0,237574344.0,0.0836
2020-04-21,sh.600000,98.48121648,98.97019968,97.89443664,98.09002992,17557525.0,176508085.0,0.0625
2020-04-22,sh.600000,97.99223328,98.48121648,97.60104672,98.48121648,15802441.0,158372535.0,0.0562
2020-04-23,sh.600000,98.7746064,98.7746064,97.89443664,98.38341984,16878643.0,169579075.0,0.0601
2020-04-24,sh.600000,98.38341984,98.67680976,97.89443664,98.38341984,16973113.0,170599170.0,0.0604
2020-04-27,sh.600000,99.2635896,101.90409888,99.2635896,101.12172576,50342806.0,520243997.0,0.1791
2020-04-28,sh.600000,101.31731904,101.51291232,99.94816608,101.02392912,29222578.0,301584635.0,0.104
2020-04-29,sh.600000,101.2195224,103.76223504,101.02392912,103.76223504,35056836.0,367739389.0,0.1247
2020-04-30,sh.600000,103.46884512,105.52257456,103.27325184,103.95782832,30906971.0,330157488.0,0.11
2020-05-06,sh.600000,102.09969216,102.58867536,101.31731904,102.29528544,41378362.0,431336740.0,0.1472
2020-05-07,sh.600000,102.1974888,102.29528544,101.41511568,101.61070896,26211656.0,272516386.0,0.0933
2020-05-08,sh.600000,102.09969216,102.58867536,101.7085056,102.09969216,20927670.0,218698514.0,0.0745
2020-05-11,sh.600000,102.09969216,103.07765856,101.90409888,102.00189552,21472495.0,224819916.0,0.0764
2020-05-12,sh.600000,102.09969216,102.49087872,101.12172576,101.12172576,19405945.0,201474588.0,0.0691
2020-05-13,sh.600000,100.82833584,101.61070896,100.53494592,101.51291232,15574310.0,160783648.0,0.0554
2020-05-14,sh.600000,100.92613248,101.31731904,100.43714928,100.7305392,15892376.0,163558192.0,0.0565
2020-05-15,sh.600000,101.31731904,101.51291232,100.33935264,100.53494592,13753770.0,141846602.0,0.0489
2020-05-18,sh.600000,100.53494592,102.00189552,100.241556,100.92613248,15675941.0,162140715.0,0.0558
2020-05-19,sh.600000,102.1974888,102.1974888,101.12172576,101.2195224,12576997.0,130445254.0,0.0448
2020-05-20,sh.600000,101.41511568,101.90409888,101.02392912,101.80630224,20046300.0,208195248.0,0.0713
2020-05-21,sh.600000,102.09969216,102.09969216,101.02392912,101.02392912,14361684.0,149140643.0,0.0511
2020-05-22,sh.600000,100.7305392,101.12172576,99.16579296,99.16579296,23722915.0,243204611.0,0.0844
2020-05-25,sh.600000,100.7305392,100.82833584,99.06799632,100.43714928,15722012.0,160438358.0,0.0559
2020-05-26,sh.600000,100.92613248,100.92613248,100.241556,100.43714928,14372249.0,147713417.0,0.0511
2020-05-27,sh.600000,100.53494592,101.51291232,100.241556,101.2195224,20145712.0,208419130.0,0.0717
2020-05-28,sh.600000,101.31731904,103.1754552,101.31731904,102.97986192,38263189.0,401358593.0,0.1361
2020-05-29,sh.600000,102.1974888,103.37104848,102.1974888,103.37104848,30659227.0,322828566.0,0.1091
2020-06-01,sh.600000,103.95782832,104.83799808,103.37104848,104.1534216,28612841.0,304346423.0,0.1018
2020-06-02,sh.600000,103.46884512,105.03359136,103.46884512,104.44681152,25922545.0,276609954.0,0.0922
2020-06-03,sh.600000,105.131388,106.30494768,104.6424048,104.6424048,27352188.0,294473001.0,0.0973
2020-06-04,sh.600000,105.6203712,105.6203712,104.05562496,104.05562496,17559033.0,187688384.0,0.0625
2020-06-05,sh.600000,104.44681152,104.54460816,103.27325184,104.34901488,20958291.0,222668156.0,0.0746
2020-06-08,sh.600000,104.05562496,104.83799808,103.6644384,103.76223504,18251152.0,194265349.0,0.0649
2020-06-09,sh.600000,103.86003168,104.83799808,103.46884512,104.44681152,17263160.0,184089097.0,0.0614
2020-06-10,sh.600000,104.74020144,104.74020144,103.46884512,103.46884512,16693480.0,177440922.0,0.0594
2020-06-11,sh.600000,103.46884512,103.76223504,102.1974888,102.49087872,25171455.0,264822302.0,0.0896
2020-06-12,sh.600000,103.46884512,103.46884512,102.00189552,103.1754552,25514482.0,267574331.0,0.0908
2020-06-15,sh.600000,101.80630224,102.58867536,101.2195224,101.2195224,25497883.0,265574307.0,0.0907
2020-06-16,sh.600000,102.09969216,102.686472,101.7085056,102.1974888,17682742.0,184966297.0,0.0629
2020-06-17,sh.600000,102.09969216,102.78426864,102.00189552,102.39308208,16148594.0,169024390.0,0.0575
2020-06-18,sh.600000,101.90409888,103.37104848,101.61070896,102.686472,20856551.0,218713603.0,0.0742
2020-06-19,sh.600000,103.27325184,104.44681152,102.686472,103.76223504,39814479.0,422462428.0,0.1417
2020-06-22,sh.600000,103.37104848,104.25121824,102.97986192,103.1754552,24611903.0,260728901.0,0.0876
2020-06-23,sh.600000,102.78426864,103.37104848,102.39308208,102.49087872,19602212.0,206109220.0,0.0697
2020-06-24,sh.600000,103.07765856,103.76223504,102.686472,103.6644384,22873884.0,241489165.0,0.0814
2020-06-29,sh.600000,103.95782832,104.93579472,102.58867536,103.37104848,27875619.0,295223647.0,0.0992
2020-06-30,sh.600000,103.56664176,104.05562496,103.07765856,103.46884512,22886764.0,242601910.0,0.0814
2020-07-01,sh.600000,103.56664176,105.22918464,103.1754552,105.03359136,36690710.0,390832225.0,0.1306
2020-07-02,sh.600000,104.93579472,108.0652872,104.6424048,108.0652872,60951268.0,663308323.0,0.2169
2020-07-03,sh.600000,108.35867712,110.11901664,107.77189728,109.43444016,82238477.0,916157920.0,0.2926
2020-07-06,sh.600000,110.5102032,120.38766384,110.41240656,119.3119008,149558001.0,1776417981.0,0.5322
2020-07-07,sh.600000,121.7568168,124.10393616,118.3339344,118.43173104,131469759.0,1621839646.0,0.4678
2020-07-08,sh.600000,119.01851088,121.65902016,117.64935792,118.72512096,104879230.0,1282339816.0,0.3732
2020-07-09,sh.600000,119.89868064,119.89868064,116.76918816,117.25817136,91311738.0,1101713242.0,0.3249
2020-07-10,sh.600000,117.16037472,118.23613776,112.9551192,113.4441024,78611864.0,925839420.0,0.2797
2020-07-13,sh.600000,113.4441024,115.8890184,113.05291584,114.03088224,96564333.0,1128297577.0,0.3436
2020-07-14,sh.600000,113.54189904,114.32427216,110.80359312,111.29257632,79944260.0,919482272.0,0.2845
2020-07-15,sh.600000,112.17274608,112.17274608,108.94545696,109.33664352,92438310.0,1042128861.0,0.3289
2020-07-16,sh.600000,110.02122,112.27054272,109.5322368,109.5322368,96614162.0,1094090004.0,0.3438
2020-07-17,sh.600000,111.19477968,111.39037296,109.23884688,110.21681328,68639480.0,771657319.0,0.2442
2020-07-20,sh.600000,110.70579648,113.15071248,110.21681328,112.66172928,78766518.0,901216619.0,0.2803
2020-07-21,sh.600000,113.34630576,113.54189904,111.4881696,112.85732256,55004587.0,632576750.48,0.1957
2020-07-22,sh.600000,112.9551192,114.911052,112.466136,113.63969568,98687637.0,1147395851.08,0.3512
2020-07-23,sh.600000,113.33034167,113.33034167,109.41173113,111.78352172,86806896.0,937319747.44,0.3089
2020-07-24,sh.600000,111.16479374,111.3710364,107.2461832,107.45242586,72886391.0,769923511.02,0.2593
2020-07-27,sh.600000,108.79300315,108.79300315,106.42121256,106.93681921,44655910.0,465608566.02,0.1589
2020-07-28,sh.600000,107.86491118,108.68988182,106.73057655,107.14306187,32599274.0,339999710.64,0.116
2020-07-29,sh.600000,106.73057655,108.68988182,106.42121256,108.38051783,45256602.0,474093212.71,0.161
2020-07-30,sh.600000,108.38051783,108.58676049,107.2461832,107.2461832,40443481.0,422561053.58,0.1439
2020-07-31,sh.600000,107.34930453,108.48363916,106.31809123,106.83369788,65368427.0,679850126.02,0.2326
2020-08-03,sh.600000,107.2461832,108.07115384,106.93681921,107.34930453,56272005.0,586201746.4,0.2002
2020-08-04,sh.600000,107.86491118,110.54606576,107.55554719,109.92733778,88522454.0,937235108.78,0.315
2020-08-05,sh.600000,109.72109512,109.72109512,107.76178985,108.38051783,46011280.0,483338972.02,0.1637
2020-08-06,sh.600000,108.99924581,109.61797379,107.34930453,108.58676049,42484232.0,445698833.14,0.1512
2020-08-07,sh.600000,108.38051783,108.58676049,106.83369788,107.55554719,44271966.0,461730420.88,0.1575
2020-08-10,sh.600000,107.45242586,108.99924581,107.14306187,108.48363916,48973967.0,514604347.77,0.1743
2020-08-11,sh.600000,109.10236714,110.13358044,107.76178985,107.96803251,63673224.0,676102351.17,0.2266
2020-08-12,sh.600000,108.17427517,109.3086098,107.86491118,108.89612448,43268629.0,455458282.12,0.154
2020-08-13,sh.600000,109.3086098,109.41173113,108.2773965,108.38051783,25798477.0,271625415.12,0.0918
2020-08-14,sh.600000,108.58676049,109.3086098,108.07115384,109.20548847,37584530.0,396506222.63,0.1337
2020-08-17,sh.600000,109.20548847,113.22722034,108.99924581,111.78352172,98742699.0,1066482968.31,0.3513
2020-08-18,sh.600000,111.88664305,111.88664305,109.61797379,110.23670177,54091961.0,580056196.32,0.1925
2020-08-19,sh.600000,110.23670177,110.75230842,108.99924581,109.10236714,43448106.0,462151805.43,0.1546
2020-08-20,sh.600000,108.89612448,108.99924581,107.55554719,107.96803251,53539028.0,559975457.1,0.1905
2020-08-21,sh.600000,108.89612448,108.89612448,107.76178985,108.2773965,31451520.0,329790600.62,0.1119
2020-08-24,sh.600000,108.99924581,108.99924581,107.65866852,107.86491118,38982822.0,408922474.85,0.1387
2020-08-25,sh.600000,108.07115384,108.38051783,107.34930453,107.76178985,37897250.0,396122405.28,0.1348
2020-08-26,sh.600000,107.65866852,107.76178985,106.73057655,106.93681921,39278732.0,408174291.9,0.1398
2020-08-27,sh.600000,107.03994054,107.2461832,106.42121256,106.73057655,30462492.0,315213297.12,0.1084
2020-08-28,sh.600000,106.73057655,107.86491118,106.31809123,107.86491118,53131203.0,552429110.68,0.1891
2020-08-31,sh.600000,107.86491118,108.38051783,106.42121256,106.83369788,80037356.0,835524366.27,0.2848
2020-09-01,sh.600000,106.31809123,106.83369788,105.80248458,106.11184857,53931233.0,555922098.74,0.1919
2020-09-02,sh.600000,106.00872724,106.11184857,104.35878596,104.97751394,56787081.0,578763478.88,0.2021
2020-09-03,sh.600000,105.08063527,105.49312059,104.25566463,104.35878596,40832020.0,414701608.01,0.1453
2020-09-04,sh.600000,103.84317931,104.66814995,103.22445133,103.84317931,38443982.0,387141417.94,0.131
2020-09-07,sh.600000,103.84317931,104.77127128,103.22445133,103.22445133,58564585.0,589509231.02,0.1995
2020-09-08,sh.600000,103.84317931,104.04942197,103.22445133,103.63693665,52972540.0,532346432.87,0.1805
2020-09-09,sh.600000,103.22445133,103.94630064,103.12133,103.22445133,49418500.0,496009217.16,0.1684
2020-09-10,sh.600000,103.74005798,103.74005798,102.50260202,102.70884468,54169916.0,540727380.94,0.1846
2020-09-11,sh.600000,102.60572335,102.70884468,101.57451005,102.29635936,49947642.0,494619679.9,0.1702
2020-09-14,sh.600000,102.60572335,102.60572335,101.67763138,102.0901167,38851230.0,384257705.8,0.1324
2020-09-15,sh.600000,102.19323803,102.29635936,101.57451005,101.67763138,46601549.0,459933677.85,0.1588
2020-09-16,sh.600000,101.78075271,102.0901167,101.0589034,101.67763138,51470657.0,507227129.45,0.1754
2020-09-17,sh.600000,101.78075271,101.98699537,101.0589034,101.36826739,43171675.0,424496711.82,0.1471
2020-09-18,sh.600000,101.47138872,102.50260202,101.0589034,102.50260202,95230581.0,941630507.92,0.3244
2020-09-21,sh.600000,102.50260202,102.81196601,101.36826739,101.47138872,55998716.0,553037614.48,0.1908
2020-09-22,sh.600000,101.16202473,101.47138872,99.92456877,100.0276901,65952098.0,643194146.4,0.2247
2020-09-23,sh.600000,100.13081143,100.23393276,99.20271946,99.30584079,41909587.0,404393340.16,0.1428
2020-09-24,sh.600000,99.09959813,99.20271946,97.55277818,97.9652635,53858739.0,512493256.04,0.1835
2020-09-25,sh.600000,97.9652635,98.27462749,97.55277818,97.65589951,29487505.0,279750442.32,0.1005
2020-09-28,sh.600000,97.86214217,98.27462749,97.55277818,97.55277818,26257827.0,249063489.41,0.0895
2020-09-29,sh.600000,97.9652635,98.17150616,97.24341419,97.24341419,32988266.0,312583584.98,0.1124
2020-09-30,sh.600000,97.44965685,97.86214217,96.41844355,96.83092887,39006807.0,367745388.57,0.1329
2020-10-09,sh.600000,97.34653552,97.75902084,96.9340502,97.14029286,39772687.0,375559366.01,0.1355
2020-10-12,sh.600000,97.44965685,99.30584079,97.14029286,98.89335547,66671637.0,637356691.4,0.2271
2020-10-13,sh.600000,98.79023414,98.89335547,98.17150616,98.37774882,28059097.0,267595710.61,0.0956
2020-10-14,sh.600000,98.37774882,98.58399148,97.9652635,98.27462749,42969217.0,409511681.66,0.1464
2020-10-15,sh.600000,98.37774882,100.23393276,98.27462749,99.20271946,66146732.0,637856656.35,0.2254
2020-10-16,sh.600000,99.09959813,100.74953941,98.9964768,100.23393276,74850236.0,726361115.91,0.255
2020-10-19,sh.600000,100.33705409,102.39948069,99.40896212,99.51208345,84532385.0,826077895.19,0.288
2020-10-20,sh.600000,99.30584079,99.51208345,98.06838483,98.79023414,46687029.0,446894604.24,0.1591
2020-10-21,sh.600000,98.79023414,100.0276901,98.06838483,100.0276901,61622129.0,592503578.52,0.2099
2020-10-22,sh.600000,99.71832611,100.64641808,98.89335547,99.51208345,47288884.0,456765638.54,0.1611
2020-10-23,sh.600000,99.30584079,100.95578207,99.20271946,100.0276901,70954476.0,689493436.85,0.2417
2020-10-26,sh.600000,100.23393276,100.54329675,98.89335547,98.9964768,52711443.0,508770627.54,0.1796
2020-10-27,sh.600000,98.89335547,98.89335547,97.75902084,97.75902084,38062780.0,362632658.54,0.1297
2020-10-28,sh.600000,97.75902084,98.17150616,96.72780754,96.9340502,45881367.0,432093181.11,0.1563
2020-10-29,sh.600000,96.41844355,97.44965685,96.31532222,96.62468621,43707348.0,409990836.38,0.1489
2020-10-30,sh.600000,96.72780754,97.44965685,95.38723025,95.49035158,56060864.0,523487861.49,0.191
2020-11-02,sh.600000,95.69659424,96.21220089,95.07786626,95.38723025,46542251.0,431202859.48,0.1586
2020-11-03,sh.600000,96.00595823,96.9340502,95.69659424,95.9028369,67876111.0,632973896.61,0.2312
2020-11-04,sh.600000,96.41844355,96.9340502,95.69659424,96.31532222,50256088.0,469008802.5,0.1712
2020-11-05,sh.600000,97.55277818,97.55277818,96.21220089,96.52156488,55873229.0,523812724.48,0.1904
2020-11-06,sh.600000,96.62468621,97.24341419,96.21220089,96.83092887,63919592.0,600129368.89,0.2178
2020-11-09,sh.600000,97.14029286,97.75902084,96.83092887,97.24341419,88937655.0,839142819.56,0.303
2020-11-10,sh.600000,97.65589951,98.89335547,97.34653552,97.55277818,84217864.0,800256172.05,0.2869
2020-11-11,sh.600000,97.86214217,98.79023414,97.34653552,98.58399148,64171805.0,610306555.33,0.2186
2020-11-12,sh.600000,98.17150616,98.27462749,97.24341419,97.24341419,51891050.0,491018805.08,0.1768
2020-11-13,sh.600000,97.03717153,97.03717153,96.21220089,96.52156488,44910112.0,420337400.47,0.153
2020-11-16,sh.600000,96.72780754,97.55277818,96.62468621,97.44965685,31878052.0,300508257.43,0.1086
2020-11-17,sh.600000,97.55277818,98.27462749,97.34653552,98.27462749,47293970.0,448873504.24,0.1611
2020-11-18,sh.600000,98.27462749,100.74953941,97.9652635,100.0276901,109417513.0,1059930872.62,0.3728
2020-11-19,sh.600000,100.0276901,100.85266074,99.40896212,100.44017542,63840056.0,620569637.98,0.2175
2020-11-20,sh.600000,99.82144744,100.23393276,99.09959813,99.71832611,46631360.0,450166503.49,0.1589
2020-11-23,sh.600000,99.61520478,102.29635936,99.30584079,102.0901167,92618240.0,909448904.48,0.3155
2020-11-24,sh.600000,102.29635936,102.81196601,101.26514606,101.57451005,61221709.0,605831670.52,0.2086
2020-11-25,sh.600000,102.0901167,103.01820867,101.16202473,101.16202473,61216111.0,606063472.42,0.2086
2020-11-26,sh.600000,101.47138872,103.01820867,100.64641808,102.91508734,71595543.0,709188720.75,0.2439
2020-11-27,sh.600000,103.22445133,105.1837566,102.70884468,105.1837566,113388037.0,1141650216.7,0.3863
2020-11-30,sh.600000,106.2149699,108.58676049,103.74005798,103.74005798,203498922.0,2102112685.69,0.6933
2020-12-01,sh.600000,103.94630064,106.73057655,103.22445133,106.2149699,107812159.0,1099269635.93,0.3673
2020-12-02,sh.600000,105.80248458,107.14306187,105.08063527,105.69936325,78702779.0,808812295.61,0.2681
2020-12-03,sh.600000,105.49312059,106.00872724,104.77127128,105.59624192,57195735.0,584153273.38,0.1949
2020-12-04,sh.600000,105.59624192,105.69936325,103.63693665,104.87439261,47336450.0,479183314.97,0.1613
2020-12-07,sh.600000,104.25566463,104.87439261,102.0901167,103.01820867,57810545.0,577584100.54,0.197
2020-12-08,sh.600000,102.81196601,103.74005798,102.39948069,102.91508734,31522398.0,315079837.72,0.1074
2020-12-09,sh.600000,102.91508734,104.04942197,102.19323803,102.19323803,44090061.0,440752941.18,0.1502
2020-12-10,sh.600000,102.19323803,102.70884468,100.64641808,101.26514606,39400878.0,388252087.64,0.1342
2020-12-11,sh.600000,101.47138872,101.88387404,99.92456877,100.0276901,48386569.0,471620087.11,0.1648
2020-12-14,sh.600000,100.54329675,101.0589034,99.82144744,100.54329675,38743836.0,376928042.47,0.132
2020-12-15,sh.600000,100.33705409,100.44017542,98.9964768,100.13081143,39323070.0,379468277.5,0.134
2020-12-16,sh.600000,100.23393276,100.85266074,99.40896212,99.51208345,47998904.0,465187094.36,0.1635
2020-12-17,sh.600000,99.40896212,100.95578207,98.89335547,100.74953941,42901555.0,415257095.45,0.1462
2020-12-18,sh.600000,100.44017542,100.95578207,99.92456877,100.64641808,31884462.0,310411756.26,0.1086
2020-12-21,sh.600000,100.0276901,100.74953941,99.51208345,100.54329675,31965504.0,310813655.36,0.1089
2020-12-22,sh.600000,100.54329675,100.54329675,98.48087015,99.09959813,50418001.0,485974239.53,0.1718
2020-12-23,sh.600000,98.9964768,99.40896212,97.75902084,98.48087015,38656338.0,368816679.09,0.1317
2020-12-24,sh.600000,98.48087015,99.61520478,98.06838483,98.48087015,24871912.0,238279375.61,0.0847
2020-12-25,sh.600000,98.58399148,99.09959813,98.06838483,98.79023414,22420976.0,214427367.09,0.0764
2020-12-28,sh.600000,98.48087015,99.30584079,97.9652635,98.68711281,33765935.0,322826382.27,0.115
2020-12-29,sh.600000,98.89335547,99.20271946,98.17150616,98.27462749,44150648.0,421945425.96,0.1504
2020-12-30,sh.600000,98.17150616,98.37774882,97.34653552,97.9652635,54885564.0,519975315.19,0.187
2020-12-31,sh.600000,98.06838483,99.92456877,97.86214217,99.82144744,65992362.0,635666178.47,0.2248
2021-01-04,sh.600000,99.40896212,100.33705409,98.48087015,99.92456877,62906939.0,606364958.94,0.2143
2021-01-05,sh.600000,99.82144744,99.82144744,98.17150616,99.82144744,53859177.0,517135736.59,0.1835
2021-01-06,sh.600000,99.20271946,101.36826739,99.20271946,101.26514606,61881321.0,604071109.89,0.2108
2021-01-07,sh.600000,101.36826739,102.39948069,99.61520478,101.16202473,57090442.0,557051919.56,0.1945
2021-01-08,sh.600000,101.36826739,102.0901167,100.33705409,101.36826739,55801455.0,547035204.66,0.1901
2021-01-11,sh.600000,101.36826739,102.50260202,99.82144744,99.92456877,75984056.0,745359164.72,0.2589
2021-01-12,sh.600000,100.0276901,100.95578207,98.79023414,100.85266074,56732878.0,548277788.16,0.1933
2021-01-13,sh.600000,100.54329675,101.88387404,100.23393276,101.47138872,57145173.0,560579197.66,0.1947
2021-01-14,sh.600000,101.36826739,102.70884468,100.64641808,101.78075271,55338565.0,545908486.88,0.1885
2021-01-15,sh.600000,102.91508734,105.49312059,102.29635936,102.29635936,143067603.0,1440725952.48,0.4874
2021-01-18,sh.600000,102.29635936,104.35878596,101.78075271,103.94630064,96389498.0,962800689.28,0.3284
2021-01-19,sh.600000,103.84317931,105.38999926,102.91508734,104.77127128,82816180.0,837479675.06,0.2821
2021-01-20,sh.600000,104.46190729,104.97751394,102.70884468,102.91508734,66608913.0,669394442.04,0.2269
2021-01-21,sh.600000,103.01820867,103.84317931,102.39948069,102.81196601,53622907.0,536180004.03,0.1827
2021-01-22,sh.600000,102.70884468,102.81196601,100.64641808,100.95578207,61879785.0,607707949.2,0.2108
2021-01-25,sh.600000,100.74953941,100.85266074,99.71832611,100.23393276,51705648.0,501372367.7,0.1762
